"location","indicator","Unit","Date","Value"
"Idaho","2 Adults","US $","2022","12.76"
"Idaho","2 Adults 1 Child","US $","2016","12.74"
"Idaho","2 Adults 1 Child","US $","2018","13.13"
"Idaho","2 Adults 1 Child","US $","2019","13.3"
"Idaho","2 Adults 1 Child","US $","2020","15.56"
"Idaho","2 Adults 1 Child","US $","2021","15.52"
"Idaho","2 Adults 1 Child","US $","2022","17.54"
"Idaho","2 Adults 2 Children","US $","2016","15.32"
"Idaho","2 Adults 2 Children","US $","2018","15.79"
"Idaho","2 Adults 2 Children","US $","2019","15.94"
"Idaho","2 Adults 2 Children","US $","2020","19.73"
"Idaho","2 Adults 2 Children","US $","2021","19.27"
"Idaho","2 Adults 2 Children","US $","2022","22.35"
"Idaho","2 Adults 3 Children","US $","2016","18.01"
"Idaho","2 Adults 3 Children","US $","2018","18.71"
"Idaho","2 Adults 3 Children","US $","2019","19.17"
"Idaho","2 Adults 3 Children","US $","2020","22.79"
"Idaho","2 Adults 3 Children","US $","2021","22.6"
"Idaho","2 Adults 3 Children","US $","2022","26.28"
"Illinois","1 Adult","US $","2016","11.72"
"Illinois","1 Adult","US $","2018","12.77"
"Illinois","1 Adult","US $","2019","12.8"
"Illinois","1 Adult","US $","2020","15.86"
"Illinois","1 Adult","US $","2021","15.37"
"Illinois","1 Adult","US $","2022","18.16"
"Illinois","1 Adult 1 Child","US $","2016","23.91"
"Illinois","1 Adult 1 Child","US $","2018","26.27"
"Illinois","1 Adult 1 Child","US $","2019","26.48"
"Illinois","1 Adult 1 Child","US $","2020","31.9"
"Illinois","1 Adult 1 Child","US $","2021","31.16"
"Illinois","1 Adult 1 Child","US $","2022","34.71"
"Illinois","1 Adult 2 Children","US $","2016","30.75"
"Illinois","1 Adult 2 Children","US $","2018","30.81"
"Illinois","1 Adult 2 Children","US $","2019","31.37"
"Illinois","1 Adult 2 Children","US $","2020","38.9"
"Illinois","1 Adult 2 Children","US $","2021","38.88"
"Illinois","1 Adult 2 Children","US $","2022","43.49"
"Illinois","1 Adult 3 Children","US $","2016","39.16"
"Illinois","1 Adult 3 Children","US $","2018","37.91"
"Illinois","1 Adult 3 Children","US $","2019","38.47"
"Illinois","1 Adult 3 Children","US $","2020","50.74"
"Illinois","1 Adult 3 Children","US $","2021","49.98"
"Illinois","1 Adult 3 Children","US $","2022","57.25"
"Illinois","2 Adults (1 Working)","US $","2016","18.52"
"Illinois","2 Adults (1 Working)","US $","2018","20.26"
"Illinois","2 Adults (1 Working)","US $","2019","19.99"
"Illinois","2 Adults (1 Working)","US $","2020","25.55"
"Illinois","2 Adults (1 Working)","US $","2021","24.57"
"Illinois","2 Adults (1 Working)","US $","2022","27.33"
"Illinois","2 Adults (1 Working) 1 Child","US $","2016","22.77"
"Illinois","2 Adults (1 Working) 1 Child","US $","2018","23.95"
"Illinois","2 Adults (1 Working) 1 Child","US $","2019","24.4"
"Illinois","2 Adults (1 Working) 1 Child","US $","2020","29.26"
"Illinois","2 Adults (1 Working) 1 Child","US $","2021","28.87"
"Illinois","2 Adults (1 Working) 1 Child","US $","2022","32.72"
"Illinois","2 Adults (1 Working) 2 Children","US $","2016","25.23"
"Illinois","2 Adults (1 Working) 2 Children","US $","2018","26.57"
"Illinois","2 Adults (1 Working) 2 Children","US $","2019","26.92"
"Illinois","2 Adults (1 Working) 2 Children","US $","2020","33.92"
"Illinois","2 Adults (1 Working) 2 Children","US $","2021","32.53"
"Illinois","2 Adults (1 Working) 2 Children","US $","2022","38.42"
"Illinois","2 Adults (1 Working) 3 Children","US $","2016","27.93"
"Illinois","2 Adults (1 Working) 3 Children","US $","2018","29.44"
"Illinois","2 Adults (1 Working) 3 Children","US $","2019","30.42"
"Illinois","2 Adults (1 Working) 3 Children","US $","2020","35.99"
"Illinois","2 Adults (1 Working) 3 Children","US $","2021","34.93"
"Illinois","2 Adults (1 Working) 3 Children","US $","2022","41.7"
"Illinois","2 Adults (1 Working Part Time) 1 Child","US $","2016","13.5"
"Illinois","2 Adults","US $","2016","9.26"
"Illinois","2 Adults","US $","2018","10.13"
"Illinois","2 Adults","US $","2019","9.99"
"Illinois","2 Adults","US $","2020","12.77"
"Illinois","2 Adults","US $","2021","12.29"
"Illinois","2 Adults","US $","2022","13.66"
"Illinois","2 Adults 1 Child","US $","2016","13.5"
"Illinois","2 Adults 1 Child","US $","2018","14.3"
"Illinois","2 Adults 1 Child","US $","2019","14.56"
"Illinois","2 Adults 1 Child","US $","2020","17.08"
"Illinois","2 Adults 1 Child","US $","2021","16.98"
"Illinois","2 Adults 1 Child","US $","2022","19.09"
"Illinois","2 Adults 2 Children","US $","2016","16.67"
"Illinois","2 Adults 2 Children","US $","2018","16.77"
"Illinois","2 Adults 2 Children","US $","2019","17"
"Illinois","2 Adults 2 Children","US $","2020","21.86"
"Illinois","2 Adults 2 Children","US $","2021","21.34"
"Illinois","2 Adults 2 Children","US $","2022","24.66"
"Illinois","2 Adults 3 Children","US $","2016","19.95"
"Illinois","2 Adults 3 Children","US $","2018","19.36"
"Illinois","2 Adults 3 Children","US $","2019","19.93"
"Illinois","2 Adults 3 Children","US $","2020","25.34"
"Illinois","2 Adults 3 Children","US $","2021","25.08"
"Illinois","2 Adults 3 Children","US $","2022","29.04"
"Montana","1 Adult","US $","2016","10.29"
"Montana","1 Adult","US $","2018","11.38"
"Montana","1 Adult","US $","2019","10.97"
"Montana","1 Adult","US $","2020","14.22"
"Montana","1 Adult","US $","2021","13.94"
"Montana","1 Adult","US $","2022","16.32"
"Montana","1 Adult 1 Child","US $","2016","22.43"
"Montana","1 Adult 1 Child","US $","2018","24.61"
"Montana","1 Adult 1 Child","US $","2019","24.28"
"Montana","1 Adult 1 Child","US $","2020","30.15"
"Montana","1 Adult 1 Child","US $","2021","29.63"
"Montana","1 Adult 1 Child","US $","2022","32.87"
"Montana","1 Adult 2 Children","US $","2016","29.63"
"Montana","1 Adult 2 Children","US $","2018","30.34"
"Montana","1 Adult 2 Children","US $","2019","30.42"
"Montana","1 Adult 2 Children","US $","2020","37.26"
"Montana","1 Adult 2 Children","US $","2021","37.54"
"Montana","1 Adult 2 Children","US $","2022","41.75"
"Montana","1 Adult 3 Children","US $","2016","38.54"
"Montana","1 Adult 3 Children","US $","2018","38.88"
"Montana","1 Adult 3 Children","US $","2019","38.88"
"Montana","1 Adult 3 Children","US $","2020","49.43"
"Montana","1 Adult 3 Children","US $","2021","49.03"
"Montana","1 Adult 3 Children","US $","2022","55.77"
"Montana","2 Adults (1 Working)","US $","2016","17.55"
"Montana","2 Adults (1 Working)","US $","2018","18.76"
"Montana","2 Adults (1 Working)","US $","2019","18.34"
"Montana","2 Adults (1 Working)","US $","2020","23.86"
"Montana","2 Adults (1 Working)","US $","2021","23.06"
"Montana","2 Adults (1 Working)","US $","2022","25.64"
"Montana","2 Adults (1 Working) 1 Child","US $","2016","21.7"
"Montana","2 Adults (1 Working) 1 Child","US $","2018","22.94"
"Montana","2 Adults (1 Working) 1 Child","US $","2019","22.89"
"Montana","2 Adults (1 Working) 1 Child","US $","2020","27.83"
"Montana","2 Adults (1 Working) 1 Child","US $","2021","27.69"
"Montana","2 Adults (1 Working) 1 Child","US $","2022","31.14"
"Montana","2 Adults (1 Working) 2 Children","US $","2016","24.43"
"Montana","2 Adults (1 Working) 2 Children","US $","2018","25.7"
"Montana","2 Adults (1 Working) 2 Children","US $","2019","25.58"
"Montana","2 Adults (1 Working) 2 Children","US $","2020","32.71"
"Montana","2 Adults (1 Working) 2 Children","US $","2021","31.55"
"Montana","2 Adults (1 Working) 2 Children","US $","2022","36.92"
"Montana","2 Adults (1 Working) 3 Children","US $","2016","27.35"
"Montana","2 Adults (1 Working) 3 Children","US $","2018","29.02"
"Montana","2 Adults (1 Working) 3 Children","US $","2019","29.41"
"Montana","2 Adults (1 Working) 3 Children","US $","2020","35.22"
"Montana","2 Adults (1 Working) 3 Children","US $","2021","34.43"
"Montana","2 Adults (1 Working) 3 Children","US $","2022","40.72"
"Montana","2 Adults (1 Working Part Time) 1 Child","US $","2016","12.87"
"Montana","2 Adults","US $","2016","8.77"
"Montana","2 Adults","US $","2018","9.38"
"Montana","2 Adults","US $","2019","9.17"
"Montana","2 Adults","US $","2020","11.93"
"Montana","2 Adults","US $","2021","11.53"
"Montana","2 Adults","US $","2022","12.82"
"Montana","2 Adults 1 Child","US $","2016","12.87"
"Montana","2 Adults 1 Child","US $","2018","13.56"
"Montana","2 Adults 1 Child","US $","2019","13.57"
"Montana","2 Adults 1 Child","US $","2020","16.32"
"Montana","2 Adults 1 Child","US $","2021","16.35"
"Montana","2 Adults 1 Child","US $","2022","18.26"
"Montana","2 Adults 2 Children","US $","2016","16.25"
"Montana","2 Adults 2 Children","US $","2018","16.62"
"Montana","2 Adults 2 Children","US $","2019","16.62"
"Montana","2 Adults 2 Children","US $","2020","21.15"
"Montana","2 Adults 2 Children","US $","2021","20.79"
"Montana","2 Adults 2 Children","US $","2022","23.85"
"Montana","2 Adults 3 Children","US $","2016","19.73"
"Montana","2 Adults 3 Children","US $","2018","19.95"
"Montana","2 Adults 3 Children","US $","2019","20.24"
"Montana","2 Adults 3 Children","US $","2020","24.8"
"Montana","2 Adults 3 Children","US $","2021","24.74"
"Montana","2 Adults 3 Children","US $","2022","28.44"
"North Dakota","1 Adult","US $","2016","10.38"
"North Dakota","1 Adult","US $","2018","11.12"
"North Dakota","1 Adult","US $","2019","11.02"
"North Dakota","1 Adult","US $","2020","13.79"
"North Dakota","1 Adult","US $","2021","13.08"
"North Dakota","1 Adult","US $","2022","15.37"
"North Dakota","1 Adult 1 Child","US $","2016","22.26"
"North Dakota","1 Adult 1 Child","US $","2018","23.28"
"North Dakota","1 Adult 1 Child","US $","2019","23.45"
"North Dakota","1 Adult 1 Child","US $","2020","28.63"
"North Dakota","1 Adult 1 Child","US $","2021","27.73"
"North Dakota","1 Adult 1 Child","US $","2022","30.84"
"North Dakota","1 Adult 2 Children","US $","2016","27.77"
"North Dakota","1 Adult 2 Children","US $","2018","27.48"
"North Dakota","1 Adult 2 Children","US $","2019","27.99"
"North Dakota","1 Adult 2 Children","US $","2020","35"
"North Dakota","1 Adult 2 Children","US $","2021","34.71"
"North Dakota","1 Adult 2 Children","US $","2022","38.79"
"North Dakota","1 Adult 3 Children","US $","2016","34.99"
"North Dakota","1 Adult 3 Children","US $","2018","34.5"
"North Dakota","1 Adult 3 Children","US $","2019","34.89"
"North Dakota","1 Adult 3 Children","US $","2020","46.25"
"North Dakota","1 Adult 3 Children","US $","2021","45.25"
"North Dakota","1 Adult 3 Children","US $","2022","51.89"
"North Dakota","2 Adults (1 Working)","US $","2016","16.85"
"North Dakota","2 Adults (1 Working)","US $","2018","17.92"
"North Dakota","2 Adults (1 Working)","US $","2019","17.9"
"North Dakota","2 Adults (1 Working)","US $","2020","22.78"
"North Dakota","2 Adults (1 Working)","US $","2021","21.72"
"North Dakota","2 Adults (1 Working)","US $","2022","24.01"
"North Dakota","2 Adults (1 Working) 1 Child","US $","2016","21.58"
"North Dakota","2 Adults (1 Working) 1 Child","US $","2018","21.56"
"North Dakota","2 Adults (1 Working) 1 Child","US $","2019","21.98"
"North Dakota","2 Adults (1 Working) 1 Child","US $","2020","26.53"
"North Dakota","2 Adults (1 Working) 1 Child","US $","2021","26.01"
"North Dakota","2 Adults (1 Working) 1 Child","US $","2022","29.45"
"North Dakota","2 Adults (1 Working) 2 Children","US $","2016","24.01"
"North Dakota","2 Adults (1 Working) 2 Children","US $","2018","24.12"
"North Dakota","2 Adults (1 Working) 2 Children","US $","2019","24.44"
"North Dakota","2 Adults (1 Working) 2 Children","US $","2020","31.09"
"North Dakota","2 Adults (1 Working) 2 Children","US $","2021","29.55"
"North Dakota","2 Adults (1 Working) 2 Children","US $","2022","34.94"
"North Dakota","2 Adults (1 Working) 3 Children","US $","2016","26.83"
"North Dakota","2 Adults (1 Working) 3 Children","US $","2018","27.24"
"North Dakota","2 Adults (1 Working) 3 Children","US $","2019","28.07"
"North Dakota","2 Adults (1 Working) 3 Children","US $","2020","33.27"
"North Dakota","2 Adults (1 Working) 3 Children","US $","2021","32.04"
"North Dakota","2 Adults (1 Working) 3 Children","US $","2022","38.32"
"North Dakota","2 Adults (1 Working Part Time) 1 Child","US $","2016","12.65"
"North Dakota","2 Adults","US $","2016","8.43"
"North Dakota","2 Adults","US $","2018","8.96"
"North Dakota","2 Adults","US $","2019","8.95"
"North Dakota","2 Adults","US $","2020","11.39"
"North Dakota","2 Adults","US $","2021","10.86"
"North Dakota","2 Adults","US $","2022","12"
"North Dakota","2 Adults 1 Child","US $","2016","12.65"
"North Dakota","2 Adults 1 Child","US $","2018","12.78"
"North Dakota","2 Adults 1 Child","US $","2019","13.02"
"North Dakota","2 Adults 1 Child","US $","2020","15.42"
"North Dakota","2 Adults 1 Child","US $","2021","15.22"
"North Dakota","2 Adults 1 Child","US $","2022","17.09"
"North Dakota","2 Adults 2 Children","US $","2016","15.16"
"North Dakota","2 Adults 2 Children","US $","2018","15.07"
"North Dakota","2 Adults 2 Children","US $","2019","15.28"
"North Dakota","2 Adults 2 Children","US $","2020","19.85"
"North Dakota","2 Adults 2 Children","US $","2021","19.2"
"North Dakota","2 Adults 2 Children","US $","2022","22.21"
"North Dakota","2 Adults 3 Children","US $","2016","17.86"
"North Dakota","2 Adults 3 Children","US $","2018","17.65"
"North Dakota","2 Adults 3 Children","US $","2019","18.13"
"North Dakota","2 Adults 3 Children","US $","2020","23.09"
"North Dakota","2 Adults 3 Children","US $","2021","22.72"
"North Dakota","2 Adults 3 Children","US $","2022","26.34"
"Kansas","1 Adult","US $","2016","10.19"
"Kansas","1 Adult","US $","2018","10.96"
"Kansas","1 Adult","US $","2019","10.86"
"Kansas","1 Adult","US $","2020","13.95"
"Kansas","1 Adult","US $","2021","13.51"
"Kansas","1 Adult","US $","2022","16.38"
"Kansas","1 Adult 1 Child","US $","2016","22.1"
"Kansas","1 Adult 1 Child","US $","2018","23.25"
"Kansas","1 Adult 1 Child","US $","2019","23.52"
"Kansas","1 Adult 1 Child","US $","2020","29.13"
"Kansas","1 Adult 1 Child","US $","2021","28.39"
"Kansas","1 Adult 1 Child","US $","2022","32.72"
"Kansas","1 Adult 2 Children","US $","2016","26.26"
"Kansas","1 Adult 2 Children","US $","2018","26.69"
"Kansas","1 Adult 2 Children","US $","2019","27.28"
"Kansas","1 Adult 2 Children","US $","2020","35.23"
"Kansas","1 Adult 2 Children","US $","2021","35.17"
"Kansas","1 Adult 2 Children","US $","2022","40.6"
"Kansas","1 Adult 3 Children","US $","2016","31.91"
"Kansas","1 Adult 3 Children","US $","2018","32.57"
"Kansas","1 Adult 3 Children","US $","2019","33.09"
"Kansas","1 Adult 3 Children","US $","2020","46.01"
"Kansas","1 Adult 3 Children","US $","2021","45.15"
"Kansas","1 Adult 3 Children","US $","2022","53.24"
"Kansas","2 Adults (1 Working)","US $","2016","16.96"
"Kansas","2 Adults (1 Working)","US $","2018","18.09"
"Kansas","2 Adults (1 Working)","US $","2019","18.03"
"Kansas","2 Adults (1 Working)","US $","2020","23.48"
"Kansas","2 Adults (1 Working)","US $","2021","22.54"
"Kansas","2 Adults (1 Working)","US $","2022","25.74"
"Kansas","2 Adults (1 Working) 1 Child","US $","2016","21.77"
"Kansas","2 Adults (1 Working) 1 Child","US $","2018","21.86"
"Kansas","2 Adults (1 Working) 1 Child","US $","2019","22.38"
"Kansas","2 Adults (1 Working) 1 Child","US $","2020","27.37"
"Kansas","2 Adults (1 Working) 1 Child","US $","2021","27.03"
"Kansas","2 Adults (1 Working) 1 Child","US $","2022","31.7"
"Kansas","2 Adults (1 Working) 2 Children","US $","2016","24.25"
"Kansas","2 Adults (1 Working) 2 Children","US $","2018","24.47"
"Kansas","2 Adults (1 Working) 2 Children","US $","2019","24.89"
"Kansas","2 Adults (1 Working) 2 Children","US $","2020","32.02"
"Kansas","2 Adults (1 Working) 2 Children","US $","2021","30.66"
"Kansas","2 Adults (1 Working) 2 Children","US $","2022","37.45"
"Kansas","2 Adults (1 Working) 3 Children","US $","2016","26.89"
"Kansas","2 Adults (1 Working) 3 Children","US $","2018","27.23"
"Kansas","2 Adults (1 Working) 3 Children","US $","2019","28.23"
"Kansas","2 Adults (1 Working) 3 Children","US $","2020","33.93"
"Kansas","2 Adults (1 Working) 3 Children","US $","2021","32.9"
"Kansas","2 Adults (1 Working) 3 Children","US $","2022","40.51"
"Kansas","2 Adults (1 Working Part Time) 1 Child","US $","2016","12.61"
"Kansas","2 Adults","US $","2016","8.48"
"Kansas","2 Adults","US $","2018","9.04"
"Kansas","2 Adults","US $","2019","9.01"
"Kansas","2 Adults","US $","2020","11.74"
"Kansas","2 Adults","US $","2021","11.27"
"Kansas","2 Adults","US $","2022","12.87"
"Kansas","2 Adults 1 Child","US $","2016","12.61"
"Kansas","2 Adults 1 Child","US $","2018","12.79"
"Kansas","2 Adults 1 Child","US $","2019","13.08"
"Kansas","2 Adults 1 Child","US $","2020","15.69"
"Kansas","2 Adults 1 Child","US $","2021","15.59"
"Kansas","2 Adults 1 Child","US $","2022","18.11"
"Kansas","2 Adults 2 Children","US $","2016","14.43"
"Kansas","2 Adults 2 Children","US $","2018","14.7"
"Kansas","2 Adults 2 Children","US $","2019","14.96"
"Kansas","2 Adults 2 Children","US $","2020","20.01"
"Kansas","2 Adults 2 Children","US $","2021","19.48"
"Kansas","2 Adults 2 Children","US $","2022","23.24"
"Kansas","2 Adults 3 Children","US $","2016","16.33"
"Kansas","2 Adults 3 Children","US $","2018","16.69"
"Kansas","2 Adults 3 Children","US $","2019","17.24"
"Kansas","2 Adults 3 Children","US $","2020","22.97"
"Kansas","2 Adults 3 Children","US $","2021","22.67"
"Kansas","2 Adults 3 Children","US $","2022","27.03"
"Missouri","1 Adult","US $","2016","10.16"
"Missouri","1 Adult","US $","2018","11.14"
"Missouri","1 Adult","US $","2019","11.16"
"Missouri","1 Adult","US $","2020","14.12"
"Missouri","1 Adult","US $","2021","13.72"
"Missouri","1 Adult","US $","2022","16.29"
"Missouri","1 Adult 1 Child","US $","2016","20.82"
"Missouri","1 Adult 1 Child","US $","2018","23.44"
"Missouri","1 Adult 1 Child","US $","2019","22.86"
"Missouri","1 Adult 1 Child","US $","2020","29.28"
"Missouri","1 Adult 1 Child","US $","2021","28.65"
"Missouri","1 Adult 1 Child","US $","2022","31.77"
"Missouri","1 Adult 2 Children","US $","2016","26"
"Missouri","1 Adult 2 Children","US $","2018","27.51"
"Missouri","1 Adult 2 Children","US $","2019","27.27"
"Missouri","1 Adult 2 Children","US $","2020","34.9"
"Missouri","1 Adult 2 Children","US $","2021","34.97"
"Missouri","1 Adult 2 Children","US $","2022","39"
"Missouri","1 Adult 3 Children","US $","2016","32.27"
"Missouri","1 Adult 3 Children","US $","2018","34.02"
"Missouri","1 Adult 3 Children","US $","2019","33.74"
"Missouri","1 Adult 3 Children","US $","2020","45.17"
"Missouri","1 Adult 3 Children","US $","2021","44.47"
"Missouri","1 Adult 3 Children","US $","2022","50.94"
"Missouri","2 Adults (1 Working)","US $","2016","16.85"
"Missouri","2 Adults (1 Working)","US $","2018","18.71"
"Missouri","2 Adults (1 Working)","US $","2019","18.42"
"Missouri","2 Adults (1 Working)","US $","2020","23.82"
"Missouri","2 Adults (1 Working)","US $","2021","22.97"
"Missouri","2 Adults (1 Working)","US $","2022","25.71"
"Missouri","2 Adults (1 Working) 1 Child","US $","2016","21.07"
"Missouri","2 Adults (1 Working) 1 Child","US $","2018","22.88"
"Missouri","2 Adults (1 Working) 1 Child","US $","2019","22.57"
"Missouri","2 Adults (1 Working) 1 Child","US $","2020","28.06"
"Missouri","2 Adults (1 Working) 1 Child","US $","2021","27.84"
"Missouri","2 Adults (1 Working) 1 Child","US $","2022","31.37"
"Missouri","2 Adults (1 Working) 2 Children","US $","2016","23.93"
"Missouri","2 Adults (1 Working) 2 Children","US $","2018","25.52"
"Missouri","2 Adults (1 Working) 2 Children","US $","2019","25.11"
"Missouri","2 Adults (1 Working) 2 Children","US $","2020","32.76"
"Missouri","2 Adults (1 Working) 2 Children","US $","2021","31.55"
"Missouri","2 Adults (1 Working) 2 Children","US $","2022","37.1"
"Missouri","2 Adults (1 Working) 3 Children","US $","2016","26.52"
"Missouri","2 Adults (1 Working) 3 Children","US $","2018","28.27"
"Missouri","2 Adults (1 Working) 3 Children","US $","2019","28.47"
"Missouri","2 Adults (1 Working) 3 Children","US $","2020","34.63"
"Missouri","2 Adults (1 Working) 3 Children","US $","2021","33.74"
"Missouri","2 Adults (1 Working) 3 Children","US $","2022","40.11"
"Missouri","2 Adults (1 Working Part Time) 1 Child","US $","2016","12.16"
"Missouri","2 Adults","US $","2016","8.42"
"Missouri","2 Adults","US $","2018","9.35"
"Missouri","2 Adults","US $","2019","9.21"
"Missouri","2 Adults","US $","2020","11.91"
"Missouri","2 Adults","US $","2021","11.48"
"Missouri","2 Adults","US $","2022","12.85"
"Missouri","2 Adults 1 Child","US $","2016","12.16"
"Missouri","2 Adults 1 Child","US $","2018","12.9"
"Missouri","2 Adults 1 Child","US $","2019","12.77"
"Missouri","2 Adults 1 Child","US $","2020","15.78"
"Missouri","2 Adults 1 Child","US $","2021","15.74"
"Missouri","2 Adults 1 Child","US $","2022","17.63"
"Missouri","2 Adults 2 Children","US $","2016","14.31"
"Missouri","2 Adults 2 Children","US $","2018","15.13"
"Missouri","2 Adults 2 Children","US $","2019","14.97"
"Missouri","2 Adults 2 Children","US $","2020","19.88"
"Missouri","2 Adults 2 Children","US $","2021","19.41"
"Missouri","2 Adults 2 Children","US $","2022","22.43"
"Missouri","2 Adults 3 Children","US $","2016","16.5"
"Missouri","2 Adults 3 Children","US $","2018","17.42"
"Missouri","2 Adults 3 Children","US $","2019","17.58"
"Missouri","2 Adults 3 Children","US $","2020","22.55"
"Missouri","2 Adults 3 Children","US $","2021","22.33"
"Missouri","2 Adults 3 Children","US $","2022","25.88"
"Kentucky","1 Adult","US $","2016","10.17"
"Kentucky","1 Adult","US $","2018","10.82"
"Kentucky","1 Adult","US $","2019","10.98"
"Kentucky","1 Adult","US $","2020","13.99"
"Kentucky","1 Adult","US $","2021","13.48"
"Kentucky","1 Adult","US $","2022","15.46"
"Kentucky","1 Adult 1 Child","US $","2016","21.07"
"Kentucky","1 Adult 1 Child","US $","2018","22.68"
"Kentucky","1 Adult 1 Child","US $","2019","23.19"
"Kentucky","1 Adult 1 Child","US $","2020","29.07"
"Kentucky","1 Adult 1 Child","US $","2021","28.25"
"Kentucky","1 Adult 1 Child","US $","2022","30.32"
"Kentucky","1 Adult 2 Children","US $","2016","27.17"
"Kentucky","1 Adult 2 Children","US $","2018","28.1"
"Kentucky","1 Adult 2 Children","US $","2019","29.01"
"Kentucky","1 Adult 2 Children","US $","2020","35.41"
"Kentucky","1 Adult 2 Children","US $","2021","35.31"
"Kentucky","1 Adult 2 Children","US $","2022","38.31"
"Kentucky","1 Adult 3 Children","US $","2016","34.62"
"Kentucky","1 Adult 3 Children","US $","2018","35.84"
"Kentucky","1 Adult 3 Children","US $","2019","36.76"
"Kentucky","1 Adult 3 Children","US $","2020","46.27"
"Kentucky","1 Adult 3 Children","US $","2021","45.52"
"Kentucky","1 Adult 3 Children","US $","2022","50.67"
"Kentucky","2 Adults (1 Working)","US $","2016","16.88"
"Kentucky","2 Adults (1 Working)","US $","2018","17.52"
"Kentucky","2 Adults (1 Working)","US $","2019","18.05"
"Kentucky","2 Adults (1 Working)","US $","2020","23.23"
"Kentucky","2 Adults (1 Working)","US $","2021","22.18"
"Kentucky","2 Adults (1 Working)","US $","2022","24.14"
"Kentucky","2 Adults (1 Working) 1 Child","US $","2016","21.08"
"Kentucky","2 Adults (1 Working) 1 Child","US $","2018","21.35"
"Kentucky","2 Adults (1 Working) 1 Child","US $","2019","22.15"
"Kentucky","2 Adults (1 Working) 1 Child","US $","2020","27.09"
"Kentucky","2 Adults (1 Working) 1 Child","US $","2021","26.64"
"Kentucky","2 Adults (1 Working) 1 Child","US $","2022","29.07"
"Kentucky","2 Adults (1 Working) 2 Children","US $","2016","23.55"
"Kentucky","2 Adults (1 Working) 2 Children","US $","2018","23.92"
"Kentucky","2 Adults (1 Working) 2 Children","US $","2019","24.64"
"Kentucky","2 Adults (1 Working) 2 Children","US $","2020","31.73"
"Kentucky","2 Adults (1 Working) 2 Children","US $","2021","30.28"
"Kentucky","2 Adults (1 Working) 2 Children","US $","2022","34.49"
"Kentucky","2 Adults (1 Working) 3 Children","US $","2016","26.1"
"Kentucky","2 Adults (1 Working) 3 Children","US $","2018","26.54"
"Kentucky","2 Adults (1 Working) 3 Children","US $","2019","27.88"
"Kentucky","2 Adults (1 Working) 3 Children","US $","2020","33.48"
"Kentucky","2 Adults (1 Working) 3 Children","US $","2021","32.37"
"Kentucky","2 Adults (1 Working) 3 Children","US $","2022","37.56"
"Kentucky","2 Adults (1 Working Part Time) 1 Child","US $","2016","12.12"
"Kentucky","2 Adults","US $","2016","8.44"
"Kentucky","2 Adults","US $","2018","8.76"
"Kentucky","2 Adults","US $","2019","9.03"
"Kentucky","2 Adults","US $","2020","11.62"
"Kentucky","2 Adults","US $","2021","11.09"
"Kentucky","2 Adults","US $","2022","12.07"
"Kentucky","2 Adults 1 Child","US $","2016","12.12"
"Kentucky","2 Adults 1 Child","US $","2018","12.48"
"Kentucky","2 Adults 1 Child","US $","2019","12.91"
"Kentucky","2 Adults 1 Child","US $","2020","15.66"
"Kentucky","2 Adults 1 Child","US $","2021","15.53"
"Kentucky","2 Adults 1 Child","US $","2022","16.88"
"Kentucky","2 Adults 2 Children","US $","2016","14.88"
"Kentucky","2 Adults 2 Children","US $","2018","15.39"
"Kentucky","2 Adults 2 Children","US $","2019","15.81"
"Kentucky","2 Adults 2 Children","US $","2020","20.1"
"Kentucky","2 Adults 2 Children","US $","2021","19.6"
"Kentucky","2 Adults 2 Children","US $","2022","21.94"
"Kentucky","2 Adults 3 Children","US $","2016","17.68"
"Kentucky","2 Adults 3 Children","US $","2018","18.32"
"Kentucky","2 Adults 3 Children","US $","2019","19.07"
"Kentucky","2 Adults 3 Children","US $","2020","23.1"
"Kentucky","2 Adults 3 Children","US $","2021","22.85"
"Kentucky","2 Adults 3 Children","US $","2022","25.81"
"Louisiana","1 Adult","US $","2016","10.67"
"Louisiana","1 Adult","US $","2018","11.28"
"Louisiana","1 Adult","US $","2019","11.43"
"Louisiana","1 Adult","US $","2020","14.59"
"Louisiana","1 Adult","US $","2021","14.06"
"Louisiana","1 Adult","US $","2022","16.15"
"Louisiana","1 Adult 1 Child","US $","2016","21.89"
"Louisiana","1 Adult 1 Child","US $","2018","23.48"
"Louisiana","1 Adult 1 Child","US $","2019","23.81"
"Louisiana","1 Adult 1 Child","US $","2020","29.85"
"Louisiana","1 Adult 1 Child","US $","2021","29.61"
"Louisiana","1 Adult 1 Child","US $","2022","32.2"
"Louisiana","1 Adult 2 Children","US $","2016","25.52"
"Louisiana","1 Adult 2 Children","US $","2018","26.98"
"Louisiana","1 Adult 2 Children","US $","2019","27.68"
"Louisiana","1 Adult 2 Children","US $","2020","35.72"
"Louisiana","1 Adult 2 Children","US $","2021","36.18"
"Louisiana","1 Adult 2 Children","US $","2022","39.75"
"Louisiana","1 Adult 3 Children","US $","2016","30.3"
"Louisiana","1 Adult 3 Children","US $","2018","32.76"
"Louisiana","1 Adult 3 Children","US $","2019","33.49"
"Louisiana","1 Adult 3 Children","US $","2020","46.12"
"Louisiana","1 Adult 3 Children","US $","2021","45.82"
"Louisiana","1 Adult 3 Children","US $","2022","51.68"
"Louisiana","2 Adults (1 Working)","US $","2016","17.57"
"Louisiana","2 Adults (1 Working)","US $","2018","18.57"
