"location","indicator","Unit","Date","Value"
"Indiana","1 Adult 3 Children","US $","2018","34.61"
"Indiana","1 Adult 3 Children","US $","2019","35.17"
"Indiana","1 Adult 3 Children","US $","2020","43.46"
"Indiana","1 Adult 3 Children","US $","2021","42.2"
"Indiana","1 Adult 3 Children","US $","2022","47.68"
"Indiana","2 Adults (1 Working)","US $","2016","16.95"
"Indiana","2 Adults (1 Working)","US $","2018","17.79"
"Indiana","2 Adults (1 Working)","US $","2019","18.17"
"Indiana","2 Adults (1 Working)","US $","2020","23.32"
"Indiana","2 Adults (1 Working)","US $","2021","22.16"
"Indiana","2 Adults (1 Working)","US $","2022","24.55"
"Indiana","2 Adults (1 Working) 1 Child","US $","2016","21.03"
"Indiana","2 Adults (1 Working) 1 Child","US $","2018","21.45"
"Indiana","2 Adults (1 Working) 1 Child","US $","2019","21.91"
"Indiana","2 Adults (1 Working) 1 Child","US $","2020","27.16"
"Indiana","2 Adults (1 Working) 1 Child","US $","2021","26.55"
"Indiana","2 Adults (1 Working) 1 Child","US $","2022","29.15"
"Indiana","2 Adults (1 Working) 2 Children","US $","2016","23.48"
"Indiana","2 Adults (1 Working) 2 Children","US $","2018","24.03"
"Indiana","2 Adults (1 Working) 2 Children","US $","2019","24.41"
"Indiana","2 Adults (1 Working) 2 Children","US $","2020","31.76"
"Indiana","2 Adults (1 Working) 2 Children","US $","2021","30.14"
"Indiana","2 Adults (1 Working) 2 Children","US $","2022","34.73"
"Indiana","2 Adults (1 Working) 3 Children","US $","2016","25.82"
"Indiana","2 Adults (1 Working) 3 Children","US $","2018","26.54"
"Indiana","2 Adults (1 Working) 3 Children","US $","2019","27.53"
"Indiana","2 Adults (1 Working) 3 Children","US $","2020","33.45"
"Indiana","2 Adults (1 Working) 3 Children","US $","2021","32.13"
"Indiana","2 Adults (1 Working) 3 Children","US $","2022","37.49"
"Indiana","2 Adults (1 Working Part Time) 1 Child","US $","2016","12.11"
"Indiana","2 Adults","US $","2016","8.48"
"Indiana","2 Adults","US $","2018","8.9"
"Indiana","2 Adults","US $","2019","9.08"
"Indiana","2 Adults","US $","2020","11.66"
"Indiana","2 Adults","US $","2021","11.08"
"Indiana","2 Adults","US $","2022","12.28"
"Indiana","2 Adults 1 Child","US $","2016","12.11"
"Indiana","2 Adults 1 Child","US $","2018","12.55"
"Indiana","2 Adults 1 Child","US $","2019","12.81"
"Indiana","2 Adults 1 Child","US $","2020","15.23"
"Indiana","2 Adults 1 Child","US $","2021","14.99"
"Indiana","2 Adults 1 Child","US $","2022","16.41"
"Indiana","2 Adults 2 Children","US $","2016","14.21"
"Indiana","2 Adults 2 Children","US $","2018","15.15"
"Indiana","2 Adults 2 Children","US $","2019","15.38"
"Indiana","2 Adults 2 Children","US $","2020","19.19"
"Indiana","2 Adults 2 Children","US $","2021","18.49"
"Indiana","2 Adults 2 Children","US $","2022","21.03"
"Indiana","2 Adults 3 Children","US $","2016","16.26"
"Indiana","2 Adults 3 Children","US $","2018","17.71"
"Indiana","2 Adults 3 Children","US $","2019","18.28"
"Indiana","2 Adults 3 Children","US $","2020","21.7"
"Indiana","2 Adults 3 Children","US $","2021","21.19"
"Indiana","2 Adults 3 Children","US $","2022","24.24"
"New York","1 Adult","US $","2016","13.56"
"New York","1 Adult","US $","2018","15.09"
"New York","1 Adult","US $","2019","15.56"
"New York","1 Adult","US $","2020","19.16"
"New York","1 Adult","US $","2021","18.62"
"New York","1 Adult","US $","2022","21.99"
"New York","1 Adult 1 Child","US $","2016","28.01"
"New York","1 Adult 1 Child","US $","2018","30.03"
"New York","1 Adult 1 Child","US $","2019","30.92"
"New York","1 Adult 1 Child","US $","2020","37.13"
"New York","1 Adult 1 Child","US $","2021","36"
"New York","1 Adult 1 Child","US $","2022","40.78"
"New York","1 Adult 2 Children","US $","2016","35.89"
"New York","1 Adult 2 Children","US $","2018","39.59"
"New York","1 Adult 2 Children","US $","2019","40.96"
"New York","1 Adult 2 Children","US $","2020","45.46"
"New York","1 Adult 2 Children","US $","2021","45.44"
"New York","1 Adult 2 Children","US $","2022","51.17"
"New York","1 Adult 3 Children","US $","2016","46.1"
"New York","1 Adult 3 Children","US $","2018","52.52"
"New York","1 Adult 3 Children","US $","2019","54.09"
"New York","1 Adult 3 Children","US $","2020","59.99"
"New York","1 Adult 3 Children","US $","2021","59.11"
"New York","1 Adult 3 Children","US $","2022","67.89"
"New York","2 Adults (1 Working)","US $","2016","20.51"
"New York","2 Adults (1 Working)","US $","2018","22.22"
"New York","2 Adults (1 Working)","US $","2019","22.92"
"New York","2 Adults (1 Working)","US $","2020","28.95"
"New York","2 Adults (1 Working)","US $","2021","27.47"
"New York","2 Adults (1 Working)","US $","2022","31.13"
"New York","2 Adults (1 Working) 1 Child","US $","2016","25.35"
"New York","2 Adults (1 Working) 1 Child","US $","2018","26.28"
"New York","2 Adults (1 Working) 1 Child","US $","2019","27.44"
"New York","2 Adults (1 Working) 1 Child","US $","2020","32.96"
"New York","2 Adults (1 Working) 1 Child","US $","2021","32.29"
"New York","2 Adults (1 Working) 1 Child","US $","2022","36.98"
"New York","2 Adults (1 Working) 2 Children","US $","2016","27.88"
"New York","2 Adults (1 Working) 2 Children","US $","2018","28.9"
"New York","2 Adults (1 Working) 2 Children","US $","2019","30.09"
"New York","2 Adults (1 Working) 2 Children","US $","2020","37.94"
"New York","2 Adults (1 Working) 2 Children","US $","2021","35.98"
"New York","2 Adults (1 Working) 2 Children","US $","2022","43.1"
"New York","2 Adults (1 Working) 3 Children","US $","2016","31.44"
"New York","2 Adults (1 Working) 3 Children","US $","2018","32.77"
"New York","2 Adults (1 Working) 3 Children","US $","2019","34.54"
"New York","2 Adults (1 Working) 3 Children","US $","2020","41.14"
"New York","2 Adults (1 Working) 3 Children","US $","2021","39.74"
"New York","2 Adults (1 Working) 3 Children","US $","2022","47.36"
"New York","2 Adults (1 Working Part Time) 1 Child","US $","2016","15.55"
"New York","2 Adults","US $","2016","10.26"
"New York","2 Adults","US $","2018","11.11"
"New York","2 Adults","US $","2019","11.46"
"New York","2 Adults","US $","2020","14.47"
"New York","2 Adults","US $","2021","13.73"
"New York","2 Adults","US $","2022","15.57"
"New York","2 Adults 1 Child","US $","2016","15.55"
"New York","2 Adults 1 Child","US $","2018","16.21"
"New York","2 Adults 1 Child","US $","2019","16.84"
"New York","2 Adults 1 Child","US $","2020","19.65"
"New York","2 Adults 1 Child","US $","2021","19.5"
"New York","2 Adults 1 Child","US $","2022","22.12"
"New York","2 Adults 2 Children","US $","2016","19.28"
"New York","2 Adults 2 Children","US $","2018","21.17"
"New York","2 Adults 2 Children","US $","2019","21.88"
"New York","2 Adults 2 Children","US $","2020","25.31"
"New York","2 Adults 2 Children","US $","2021","24.66"
"New York","2 Adults 2 Children","US $","2022","28.64"
"New York","2 Adults 3 Children","US $","2016","23.52"
"New York","2 Adults 3 Children","US $","2018","26.76"
"New York","2 Adults 3 Children","US $","2019","27.82"
"New York","2 Adults 3 Children","US $","2020","30.08"
"New York","2 Adults 3 Children","US $","2021","29.81"
"New York","2 Adults 3 Children","US $","2022","34.32"
"Ohio","1 Adult","US $","2016","9.88"
"Ohio","1 Adult","US $","2018","10.78"
"Ohio","1 Adult","US $","2019","10.86"
"Ohio","1 Adult","US $","2020","13.65"
"Ohio","1 Adult","US $","2021","13.16"
"Ohio","1 Adult","US $","2022","15.61"
"Ohio","1 Adult 1 Child","US $","2016","21.16"
"Ohio","1 Adult 1 Child","US $","2018","22.7"
"Ohio","1 Adult 1 Child","US $","2019","23.31"
"Ohio","1 Adult 1 Child","US $","2020","29.27"
"Ohio","1 Adult 1 Child","US $","2021","28.58"
"Ohio","1 Adult 1 Child","US $","2022","31.6"
"Ohio","1 Adult 2 Children","US $","2016","26.79"
"Ohio","1 Adult 2 Children","US $","2018","27"
"Ohio","1 Adult 2 Children","US $","2019","27.95"
"Ohio","1 Adult 2 Children","US $","2020","36.56"
"Ohio","1 Adult 2 Children","US $","2021","36.55"
"Ohio","1 Adult 2 Children","US $","2022","40.6"
"Ohio","1 Adult 3 Children","US $","2016","33.66"
"Ohio","1 Adult 3 Children","US $","2018","33.5"
"Ohio","1 Adult 3 Children","US $","2019","34.43"
"Ohio","1 Adult 3 Children","US $","2020","48.27"
"Ohio","1 Adult 3 Children","US $","2021","47.76"
"Ohio","1 Adult 3 Children","US $","2022","54.52"
"Ohio","2 Adults (1 Working)","US $","2016","16.35"
"Ohio","2 Adults (1 Working)","US $","2018","17.68"
"Ohio","2 Adults (1 Working)","US $","2019","17.86"
"Ohio","2 Adults (1 Working)","US $","2020","22.79"
"Ohio","2 Adults (1 Working)","US $","2021","21.89"
"Ohio","2 Adults (1 Working)","US $","2022","24.52"
"Ohio","2 Adults (1 Working) 1 Child","US $","2016","20.48"
"Ohio","2 Adults (1 Working) 1 Child","US $","2018","21.03"
"Ohio","2 Adults (1 Working) 1 Child","US $","2019","21.89"
"Ohio","2 Adults (1 Working) 1 Child","US $","2020","26.3"
"Ohio","2 Adults (1 Working) 1 Child","US $","2021","25.95"
"Ohio","2 Adults (1 Working) 1 Child","US $","2022","29.25"
"Ohio","2 Adults (1 Working) 2 Children","US $","2016","22.93"
"Ohio","2 Adults (1 Working) 2 Children","US $","2018","23.61"
"Ohio","2 Adults (1 Working) 2 Children","US $","2019","24.38"
"Ohio","2 Adults (1 Working) 2 Children","US $","2020","30.91"
"Ohio","2 Adults (1 Working) 2 Children","US $","2021","29.55"
"Ohio","2 Adults (1 Working) 2 Children","US $","2022","34.83"
"Ohio","2 Adults (1 Working) 3 Children","US $","2016","25.3"
"Ohio","2 Adults (1 Working) 3 Children","US $","2018","26.13"
"Ohio","2 Adults (1 Working) 3 Children","US $","2019","27.5"
"Ohio","2 Adults (1 Working) 3 Children","US $","2020","32.58"
"Ohio","2 Adults (1 Working) 3 Children","US $","2021","31.53"
"Ohio","2 Adults (1 Working) 3 Children","US $","2022","37.6"
"Ohio","2 Adults (1 Working Part Time) 1 Child","US $","2016","12.12"
"Ohio","2 Adults","US $","2016","8.18"
"Ohio","2 Adults","US $","2018","8.84"
"Ohio","2 Adults","US $","2019","8.93"
"Ohio","2 Adults","US $","2020","11.4"
"Ohio","2 Adults","US $","2021","10.94"
"Ohio","2 Adults","US $","2022","12.26"
"Ohio","2 Adults 1 Child","US $","2016","12.12"
"Ohio","2 Adults 1 Child","US $","2018","12.5"
"Ohio","2 Adults 1 Child","US $","2019","12.97"
"Ohio","2 Adults 1 Child","US $","2020","15.75"
"Ohio","2 Adults 1 Child","US $","2021","15.66"
"Ohio","2 Adults 1 Child","US $","2022","17.5"
"Ohio","2 Adults 2 Children","US $","2016","14.68"
"Ohio","2 Adults 2 Children","US $","2018","14.85"
"Ohio","2 Adults 2 Children","US $","2019","15.28"
"Ohio","2 Adults 2 Children","US $","2020","20.66"
"Ohio","2 Adults 2 Children","US $","2021","20.28"
"Ohio","2 Adults 2 Children","US $","2022","23.29"
"Ohio","2 Adults 3 Children","US $","2016","17.2"
"Ohio","2 Adults 3 Children","US $","2018","17.15"
"Ohio","2 Adults 3 Children","US $","2019","17.91"
"Ohio","2 Adults 3 Children","US $","2020","24.1"
"Ohio","2 Adults 3 Children","US $","2021","23.97"
"Ohio","2 Adults 3 Children","US $","2022","27.66"
"Oklahoma","1 Adult","US $","2016","10.2"
"Oklahoma","1 Adult","US $","2018","10.95"
"Oklahoma","1 Adult","US $","2019","10.94"
"Oklahoma","1 Adult","US $","2020","14.04"
"Oklahoma","1 Adult","US $","2021","13.53"
"Oklahoma","1 Adult","US $","2022","15.75"
"Oklahoma","1 Adult 1 Child","US $","2016","21.57"
"Oklahoma","1 Adult 1 Child","US $","2018","23.12"
"Oklahoma","1 Adult 1 Child","US $","2019","23.28"
"Oklahoma","1 Adult 1 Child","US $","2020","29.09"
"Oklahoma","1 Adult 1 Child","US $","2021","28.23"
"Oklahoma","1 Adult 1 Child","US $","2022","30.94"
"Oklahoma","1 Adult 2 Children","US $","2016","26.66"
"Oklahoma","1 Adult 2 Children","US $","2018","28.3"
"Oklahoma","1 Adult 2 Children","US $","2019","28.87"
"Oklahoma","1 Adult 2 Children","US $","2020","35.08"
"Oklahoma","1 Adult 2 Children","US $","2021","34.9"
"Oklahoma","1 Adult 2 Children","US $","2022","38.57"
"Oklahoma","1 Adult 3 Children","US $","2016","33.09"
"Oklahoma","1 Adult 3 Children","US $","2018","35.92"
"Oklahoma","1 Adult 3 Children","US $","2019","36.47"
"Oklahoma","1 Adult 3 Children","US $","2020","45.68"
"Oklahoma","1 Adult 3 Children","US $","2021","44.72"
"Oklahoma","1 Adult 3 Children","US $","2022","50.62"
"Oklahoma","2 Adults (1 Working)","US $","2016","16.95"
"Oklahoma","2 Adults (1 Working)","US $","2018","17.95"
"Oklahoma","2 Adults (1 Working)","US $","2019","18.19"
"Oklahoma","2 Adults (1 Working)","US $","2020","23.57"
"Oklahoma","2 Adults (1 Working)","US $","2021","22.5"
"Oklahoma","2 Adults (1 Working)","US $","2022","24.46"
"Oklahoma","2 Adults (1 Working) 1 Child","US $","2016","22.06"
"Oklahoma","2 Adults (1 Working) 1 Child","US $","2018","21.81"
"Oklahoma","2 Adults (1 Working) 1 Child","US $","2019","22.28"
"Oklahoma","2 Adults (1 Working) 1 Child","US $","2020","27.44"
"Oklahoma","2 Adults (1 Working) 1 Child","US $","2021","26.97"
"Oklahoma","2 Adults (1 Working) 1 Child","US $","2022","30.05"
"Oklahoma","2 Adults (1 Working) 2 Children","US $","2016","24.52"
"Oklahoma","2 Adults (1 Working) 2 Children","US $","2018","24.37"
"Oklahoma","2 Adults (1 Working) 2 Children","US $","2019","24.76"
"Oklahoma","2 Adults (1 Working) 2 Children","US $","2020","32.06"
"Oklahoma","2 Adults (1 Working) 2 Children","US $","2021","30.58"
"Oklahoma","2 Adults (1 Working) 2 Children","US $","2022","35.47"
"Oklahoma","2 Adults (1 Working) 3 Children","US $","2016","27.04"
"Oklahoma","2 Adults (1 Working) 3 Children","US $","2018","27.1"
"Oklahoma","2 Adults (1 Working) 3 Children","US $","2019","28.07"
"Oklahoma","2 Adults (1 Working) 3 Children","US $","2020","33.92"
"Oklahoma","2 Adults (1 Working) 3 Children","US $","2021","32.77"
"Oklahoma","2 Adults (1 Working) 3 Children","US $","2022","38.59"
"Oklahoma","2 Adults (1 Working Part Time) 1 Child","US $","2016","12.35"
"Oklahoma","2 Adults","US $","2016","8.47"
"Oklahoma","2 Adults","US $","2018","8.98"
"Oklahoma","2 Adults","US $","2019","9.09"
"Oklahoma","2 Adults","US $","2020","11.78"
"Oklahoma","2 Adults","US $","2021","11.25"
"Oklahoma","2 Adults","US $","2022","12.23"
"Oklahoma","2 Adults 1 Child","US $","2016","12.35"
"Oklahoma","2 Adults 1 Child","US $","2018","12.69"
"Oklahoma","2 Adults 1 Child","US $","2019","12.96"
"Oklahoma","2 Adults 1 Child","US $","2020","15.66"
"Oklahoma","2 Adults 1 Child","US $","2021","15.5"
"Oklahoma","2 Adults 1 Child","US $","2022","17.19"
"Oklahoma","2 Adults 2 Children","US $","2016","14.61"
"Oklahoma","2 Adults 2 Children","US $","2018","15.48"
"Oklahoma","2 Adults 2 Children","US $","2019","15.73"
"Oklahoma","2 Adults 2 Children","US $","2020","19.92"
"Oklahoma","2 Adults 2 Children","US $","2021","19.33"
"Oklahoma","2 Adults 2 Children","US $","2022","22.06"
"Oklahoma","2 Adults 3 Children","US $","2016","16.91"
"Oklahoma","2 Adults 3 Children","US $","2018","18.36"
"Oklahoma","2 Adults 3 Children","US $","2019","18.93"
"Oklahoma","2 Adults 3 Children","US $","2020","22.8"
"Oklahoma","2 Adults 3 Children","US $","2021","22.45"
"Oklahoma","2 Adults 3 Children","US $","2022","25.79"
"Pennsylvania","1 Adult","US $","2016","10.46"
"Pennsylvania","1 Adult","US $","2018","11.45"
"Pennsylvania","1 Adult","US $","2019","11.53"
"Pennsylvania","1 Adult","US $","2020","14.54"
"Pennsylvania","1 Adult","US $","2021","13.39"
"Pennsylvania","1 Adult","US $","2022","16.67"
"Pennsylvania","1 Adult 1 Child","US $","2016","21.87"
"Pennsylvania","1 Adult 1 Child","US $","2018","23.65"
"Pennsylvania","1 Adult 1 Child","US $","2019","24.3"
"Pennsylvania","1 Adult 1 Child","US $","2020","29.66"
"Pennsylvania","1 Adult 1 Child","US $","2021","27.57"
"Pennsylvania","1 Adult 1 Child","US $","2022","32.41"
"Pennsylvania","1 Adult 2 Children","US $","2016","27.66"
"Pennsylvania","1 Adult 2 Children","US $","2018","28.89"
"Pennsylvania","1 Adult 2 Children","US $","2019","29.94"
"Pennsylvania","1 Adult 2 Children","US $","2020","36.05"
"Pennsylvania","1 Adult 2 Children","US $","2021","34.67"
"Pennsylvania","1 Adult 2 Children","US $","2022","40.68"
"Pennsylvania","1 Adult 3 Children","US $","2016","34.78"
"Pennsylvania","1 Adult 3 Children","US $","2018","36.39"
"Pennsylvania","1 Adult 3 Children","US $","2019","37.53"
"Pennsylvania","1 Adult 3 Children","US $","2020","47.18"
"Pennsylvania","1 Adult 3 Children","US $","2021","44.62"
"Pennsylvania","1 Adult 3 Children","US $","2022","53.74"
"Pennsylvania","2 Adults (1 Working)","US $","2016","16.67"
"Pennsylvania","2 Adults (1 Working)","US $","2018","18.16"
"Pennsylvania","2 Adults (1 Working)","US $","2019","18.6"
"Pennsylvania","2 Adults (1 Working)","US $","2020","23.75"
"Pennsylvania","2 Adults (1 Working)","US $","2021","21.54"
"Pennsylvania","2 Adults (1 Working)","US $","2022","25.56"
"Pennsylvania","2 Adults (1 Working) 1 Child","US $","2016","20.83"
"Pennsylvania","2 Adults (1 Working) 1 Child","US $","2018","21.76"
"Pennsylvania","2 Adults (1 Working) 1 Child","US $","2019","22.69"
"Pennsylvania","2 Adults (1 Working) 1 Child","US $","2020","27.22"
"Pennsylvania","2 Adults (1 Working) 1 Child","US $","2021","25.66"
"Pennsylvania","2 Adults (1 Working) 1 Child","US $","2022","30.62"
"Pennsylvania","2 Adults (1 Working) 2 Children","US $","2016","23.22"
"Pennsylvania","2 Adults (1 Working) 2 Children","US $","2018","24.24"
"Pennsylvania","2 Adults (1 Working) 2 Children","US $","2019","25.21"
"Pennsylvania","2 Adults (1 Working) 2 Children","US $","2020","31.94"
"Pennsylvania","2 Adults (1 Working) 2 Children","US $","2021","29.08"
"Pennsylvania","2 Adults (1 Working) 2 Children","US $","2022","36.34"
"Pennsylvania","2 Adults (1 Working) 3 Children","US $","2016","25.71"
"Pennsylvania","2 Adults (1 Working) 3 Children","US $","2018","26.98"
"Pennsylvania","2 Adults (1 Working) 3 Children","US $","2019","28.46"
"Pennsylvania","2 Adults (1 Working) 3 Children","US $","2020","33.85"
"Pennsylvania","2 Adults (1 Working) 3 Children","US $","2021","31.33"
"Pennsylvania","2 Adults (1 Working) 3 Children","US $","2022","39.13"
"Pennsylvania","2 Adults (1 Working Part Time) 1 Child","US $","2016","12.4"
"Pennsylvania","2 Adults","US $","2016","8.34"
"Pennsylvania","2 Adults","US $","2018","9.08"
"Pennsylvania","2 Adults","US $","2019","9.3"
"Pennsylvania","2 Adults","US $","2020","11.88"
"Pennsylvania","2 Adults","US $","2021","10.77"
"Pennsylvania","2 Adults","US $","2022","12.78"
"Pennsylvania","2 Adults 1 Child","US $","2016","12.4"
"Pennsylvania","2 Adults 1 Child","US $","2018","12.95"
"Pennsylvania","2 Adults 1 Child","US $","2019","13.45"
"Pennsylvania","2 Adults 1 Child","US $","2020","15.86"
"Pennsylvania","2 Adults 1 Child","US $","2021","15.12"
"Pennsylvania","2 Adults 1 Child","US $","2022","17.86"
"Pennsylvania","2 Adults 2 Children","US $","2016","15.09"
"Pennsylvania","2 Adults 2 Children","US $","2018","15.75"
"Pennsylvania","2 Adults 2 Children","US $","2019","16.29"
"Pennsylvania","2 Adults 2 Children","US $","2020","20.46"
"Pennsylvania","2 Adults 2 Children","US $","2021","19.12"
"Pennsylvania","2 Adults 2 Children","US $","2022","23.28"
"Pennsylvania","2 Adults 3 Children","US $","2016","17.83"
"Pennsylvania","2 Adults 3 Children","US $","2018","18.67"
"Pennsylvania","2 Adults 3 Children","US $","2019","19.49"
"Pennsylvania","2 Adults 3 Children","US $","2020","23.67"
"Pennsylvania","2 Adults 3 Children","US $","2021","22.54"
"Pennsylvania","2 Adults 3 Children","US $","2022","27.23"
"Florida","1 Adult","US $","2016","11.15"
"Florida","1 Adult","US $","2018","12.17"
"Florida","1 Adult","US $","2019","12.39"
"Florida","1 Adult","US $","2020","15.6"
"Florida","1 Adult","US $","2021","14.82"
"Florida","1 Adult","US $","2022","17.24"
"Florida","1 Adult 1 Child","US $","2016","24.22"
"Florida","1 Adult 1 Child","US $","2018","25.25"
"Florida","1 Adult 1 Child","US $","2019","25.47"
"Florida","1 Adult 1 Child","US $","2020","32.23"
"Florida","1 Adult 1 Child","US $","2021","30.92"
"Florida","1 Adult 1 Child","US $","2022","33.9"
"Florida","1 Adult 2 Children","US $","2016","29.33"
"Florida","1 Adult 2 Children","US $","2018","29.21"
"Florida","1 Adult 2 Children","US $","2019","29.8"
"Florida","1 Adult 2 Children","US $","2020","38.8"
"Florida","1 Adult 2 Children","US $","2021","38.04"
"Florida","1 Adult 2 Children","US $","2022","42.01"
"Florida","1 Adult 3 Children","US $","2016","36.37"
"Florida","1 Adult 3 Children","US $","2018","36.21"
"Florida","1 Adult 3 Children","US $","2019","36.89"
"Florida","1 Adult 3 Children","US $","2020","50.71"
"Florida","1 Adult 3 Children","US $","2021","49.08"
"Florida","1 Adult 3 Children","US $","2022","55.31"
"Florida","2 Adults (1 Working)","US $","2016","18.04"
"Florida","2 Adults (1 Working)","US $","2018","19.48"
"Florida","2 Adults (1 Working)","US $","2019","19.65"
"Florida","2 Adults (1 Working)","US $","2020","25.42"
"Florida","2 Adults (1 Working)","US $","2021","23.97"
"Florida","2 Adults (1 Working)","US $","2022","26.3"
"Florida","2 Adults (1 Working) 1 Child","US $","2016","22.95"
"Florida","2 Adults (1 Working) 1 Child","US $","2018","23.68"
"Florida","2 Adults (1 Working) 1 Child","US $","2019","24.18"
"Florida","2 Adults (1 Working) 1 Child","US $","2020","29.82"
"Florida","2 Adults (1 Working) 1 Child","US $","2021","28.88"
"Florida","2 Adults (1 Working) 1 Child","US $","2022","32.14"
"Florida","2 Adults (1 Working) 2 Children","US $","2016","25.31"
"Florida","2 Adults (1 Working) 2 Children","US $","2018","26.13"
"Florida","2 Adults (1 Working) 2 Children","US $","2019","26.55"
"Florida","2 Adults (1 Working) 2 Children","US $","2020","34.24"
"Florida","2 Adults (1 Working) 2 Children","US $","2021","32.28"
"Florida","2 Adults (1 Working) 2 Children","US $","2022","37.25"
"Florida","2 Adults (1 Working) 3 Children","US $","2016","28.38"
"Florida","2 Adults (1 Working) 3 Children","US $","2018","29.45"
"Florida","2 Adults (1 Working) 3 Children","US $","2019","30.56"
"Florida","2 Adults (1 Working) 3 Children","US $","2020","36.97"
"Florida","2 Adults (1 Working) 3 Children","US $","2021","35.3"
"Florida","2 Adults (1 Working) 3 Children","US $","2022","41.22"
"Florida","2 Adults (1 Working Part Time) 1 Child","US $","2016","13.61"
"Florida","2 Adults","US $","2016","9.02"
"Florida","2 Adults","US $","2018","9.74"
"Florida","2 Adults","US $","2019","9.83"
"Florida","2 Adults","US $","2020","12.71"
"Florida","2 Adults","US $","2021","11.99"
"Florida","2 Adults","US $","2022","13.15"
"Florida","2 Adults 1 Child","US $","2016","13.61"
"Florida","2 Adults 1 Child","US $","2018","13.71"
"Florida","2 Adults 1 Child","US $","2019","13.99"
"Florida","2 Adults 1 Child","US $","2020","17.19"
"Florida","2 Adults 1 Child","US $","2021","16.77"
"Florida","2 Adults 1 Child","US $","2022","18.57"
"Florida","2 Adults 2 Children","US $","2016","15.9"
"Florida","2 Adults 2 Children","US $","2018","15.88"
"Florida","2 Adults 2 Children","US $","2019","16.14"
"Florida","2 Adults 2 Children","US $","2020","21.68"
"Florida","2 Adults 2 Children","US $","2021","20.79"
"Florida","2 Adults 2 Children","US $","2022","23.62"
"Florida","2 Adults 3 Children","US $","2016","18.53"
"Florida","2 Adults 3 Children","US $","2018","18.49"
"Florida","2 Adults 3 Children","US $","2019","19.1"
"Florida","2 Adults 3 Children","US $","2020","25.32"
"Florida","2 Adults 3 Children","US $","2021","24.62"
"Florida","2 Adults 3 Children","US $","2022","28.11"
"Mississippi","1 Adult","US $","2016","10.3"
"Mississippi","1 Adult","US $","2018","11.04"
"Mississippi","1 Adult","US $","2019","10.89"
"Mississippi","1 Adult","US $","2020","13.99"
"Mississippi","1 Adult","US $","2021","13.43"
"Mississippi","1 Adult","US $","2022","15.66"
"Mississippi","1 Adult 1 Child","US $","2016","20.74"
"Mississippi","1 Adult 1 Child","US $","2018","21.07"
"Mississippi","1 Adult 1 Child","US $","2019","21.14"
"Mississippi","1 Adult 1 Child","US $","2020","27.7"
"Mississippi","1 Adult 1 Child","US $","2021","26.74"
"Mississippi","1 Adult 1 Child","US $","2022","30.06"
"Mississippi","1 Adult 2 Children","US $","2016","24.68"
"Mississippi","1 Adult 2 Children","US $","2018","23.75"
"Mississippi","1 Adult 2 Children","US $","2019","24.19"
"Mississippi","1 Adult 2 Children","US $","2020","32.71"
"Mississippi","1 Adult 2 Children","US $","2021","32.39"
"Mississippi","1 Adult 2 Children","US $","2022","36.62"
"Mississippi","1 Adult 3 Children","US $","2016","29.74"
"Mississippi","1 Adult 3 Children","US $","2018","28.59"
"Mississippi","1 Adult 3 Children","US $","2019","28.9"
"Mississippi","1 Adult 3 Children","US $","2020","42.01"
"Mississippi","1 Adult 3 Children","US $","2021","40.85"
"Mississippi","1 Adult 3 Children","US $","2022","47.22"
"Mississippi","2 Adults (1 Working)","US $","2016","17.06"
"Mississippi","2 Adults (1 Working)","US $","2018","18"
"Mississippi","2 Adults (1 Working)","US $","2019","17.72"
"Mississippi","2 Adults (1 Working)","US $","2020","23.68"
"Mississippi","2 Adults (1 Working)","US $","2021","22.57"
"Mississippi","2 Adults (1 Working)","US $","2022","24.66"
"Mississippi","2 Adults (1 Working) 1 Child","US $","2016","21.74"
"Mississippi","2 Adults (1 Working) 1 Child","US $","2018","21.69"
"Mississippi","2 Adults (1 Working) 1 Child","US $","2019","22.1"
"Mississippi","2 Adults (1 Working) 1 Child","US $","2020","27.02"
"Mississippi","2 Adults (1 Working) 1 Child","US $","2021","26.48"
"Mississippi","2 Adults (1 Working) 1 Child","US $","2022","30.25"
"Mississippi","2 Adults (1 Working) 2 Children","US $","2016","24.19"
"Mississippi","2 Adults (1 Working) 2 Children","US $","2018","24.25"
"Mississippi","2 Adults (1 Working) 2 Children","US $","2019","24.57"
"Mississippi","2 Adults (1 Working) 2 Children","US $","2020","31.63"
"Mississippi","2 Adults (1 Working) 2 Children","US $","2021","30.09"
"Mississippi","2 Adults (1 Working) 2 Children","US $","2022","35.67"
"Mississippi","2 Adults (1 Working) 3 Children","US $","2016","26.5"
"Mississippi","2 Adults (1 Working) 3 Children","US $","2018","26.7"
"Mississippi","2 Adults (1 Working) 3 Children","US $","2019","27.54"
"Mississippi","2 Adults (1 Working) 3 Children","US $","2020","33.18"
"Mississippi","2 Adults (1 Working) 3 Children","US $","2021","31.95"
"Mississippi","2 Adults (1 Working) 3 Children","US $","2022","38.43"
"Mississippi","2 Adults (1 Working Part Time) 1 Child","US $","2016","11.94"
"Mississippi","2 Adults","US $","2016","8.53"
"Mississippi","2 Adults","US $","2018","9"
"Mississippi","2 Adults","US $","2019","8.86"
"Mississippi","2 Adults","US $","2020","11.84"
"Mississippi","2 Adults","US $","2021","11.28"
"Mississippi","2 Adults","US $","2022","12.33"
"Mississippi","2 Adults 1 Child","US $","2016","11.94"
